GHO,Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Display Value,Numeric Value,Low Value,High Value,Comments
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Ghana,4.77,4.77,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Netherlands,17.83,17.83,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Niger,4.17,4.17,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Seychelles,9.89,9.89,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,China,9.6,9.6,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Argentina,13.43,13.43,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Guatemala,5.8,5.8,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Guinea,5.53,5.53,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,United Arab Emirates,1.71,1.71,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Lesotho,6.62,6.62,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Oman,3.49,3.49,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Grenada,10.16,10.16,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Cook Islands,6.73,6.73,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Turkmenistan,6.38,6.38,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Lithuania,18.16,18.16,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Libya,5.72,5.72,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Costa Rica,7.5,7.5,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Croatia,20.73,20.73,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Singapore,9.86,9.86,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Georgia,17.13,17.13,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Liberia,4.98,4.98,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Greece,21.94,21.94,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Ukraine,19.12,19.12,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Congo,5.54,5.54,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,United Kingdom,20.64,20.64,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Norway,19.65,19.65,,,
WHS9_92,Population proportion over 60 (%),Published,1997,South-East Asia,,Bangladesh,6,6,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Niue,6.73,6.73,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Bahrain,3.9,3.9,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Malaysia,5.87,5.87,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Malawi,4.82,4.82,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Azerbaijan,8.32,8.32,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Nigeria,4.71,4.71,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Madagascar,4.71,4.71,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Belarus,18.34,18.34,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Sierra Leone,4.51,4.51,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Palau,5.76,5.76,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Panama,7.64,7.64,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,United Republic of Tanzania,4.49,4.49,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Bahamas,7.44,7.44,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Slovakia,15.16,15.16,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Luxembourg,18.91,18.91,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Pakistan,5.93,5.93,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,South Africa,5.55,5.55,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Somalia,4.74,4.74,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,C?te d'Ivoire,4.81,4.81,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Solomon Islands,4.39,4.39,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Czech Republic,18.03,18.03,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Belgium,21.73,21.73,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Uzbekistan,6.41,6.41,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Haiti,6.07,6.07,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Uruguay,17.24,17.24,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Malta,14.42,14.42,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Honduras,5.46,5.46,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Slovenia,18.39,18.39,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Guinea-Bissau,4.94,4.94,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Cuba,13.08,13.08,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,United States of America,16.29,16.29,,,
WHS9_92,Population proportion over 60 (%),Published,1997,South-East Asia,,Maldives,5.82,5.82,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Viet Nam,8.55,8.55,,,
WHS9_92,Population proportion over 60 (%),Published,1997,South-East Asia,,India,6.64,6.64,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Yemen,4.68,4.68,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Peru,6.85,6.85,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Philippines,4.95,4.95,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Bolivia (Plurinational State of),6.16,6.16,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Cyprus,13.92,13.92,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Barbados,14.69,14.69,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Guyana,6.85,6.85,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Mali,5.54,5.54,,,
WHS9_92,Population proportion over 60 (%),Published,1997,South-East Asia,,Sri Lanka,9.03,9.03,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Belize,6.21,6.21,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Denmark,19.71,19.71,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Mexico,6.75,6.75,,,
WHS9_92,Population proportion over 60 (%),Published,1997,South-East Asia,,Indonesia,6.96,6.96,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Sweden,21.95,21.95,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Ecuador,7.02,7.02,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Bosnia and Herzegovina,14.73,14.73,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Vanuatu,5.13,5.13,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Iceland,15.04,15.04,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Spain,21.34,21.34,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Democratic Republic of the Congo,4.6,4.6,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Benin,4.71,4.71,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Paraguay,6.29,6.29,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Hungary,19.89,19.89,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Venezuela (Bolivarian Republic of),6.43,6.43,,,
WHS9_92,Population proportion over 60 (%),Published,1997,South-East Asia,,Democratic People's Republic of Korea,9.09,9.09,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,South Sudan,4.85,4.85,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Papua New Guinea,4.12,4.12,,,
WHS9_92,Population proportion over 60 (%),Published,1997,South-East Asia,,Bhutan,5.7,5.7,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Mauritania,4.97,4.97,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Qatar,2.78,2.78,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Marshall Islands,5.76,5.76,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Sudan,4.62,4.62,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Djibouti,4.58,4.58,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Egypt,7.8,7.8,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Switzerland,19.68,19.68,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Mauritius,8.33,8.33,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Poland,16.3,16.3,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Brazil,7.67,7.67,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Suriname,8.24,8.24,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Zimbabwe,4.84,4.84,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Iran (Islamic Republic of),6,6,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Dominica,9.96,9.96,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Portugal,20.95,20.95,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Swaziland,4.55,4.55,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Dominican Republic,7.13,7.13,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Botswana,4.46,4.46,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Zambia,4.33,4.33,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Ireland,15.22,15.22,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Israel,13.27,13.27,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Brunei Darussalam,4.25,4.25,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Bulgaria,21.8,21.8,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Russian Federation,17.51,17.51,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Micronesia (Federated States of),5.5,5.5,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Japan,21.51,21.51,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Jordan,4.86,4.86,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Monaco,20.37,20.37,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Jamaica,9.72,9.72,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Burkina Faso,4.53,4.53,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Tajikistan,5.74,5.74,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Equatorial Guinea,5.73,5.73,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Iraq,5.33,5.33,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Mongolia,5.72,5.72,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Italy,23.2,23.2,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,El Salvador,7.48,7.48,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Syrian Arab Republic,4.85,4.85,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Republic of Korea,10.03,10.03,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Afghanistan,3.43,3.43,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Morocco,6.62,6.62,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Montenegro,15.41,15.41,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Albania,9.2,9.2,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Republic of Moldova,13.6,13.6,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Burundi,4.39,4.39,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Mozambique,4.97,4.97,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Saint Lucia,10.3,10.3,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Togo,4.66,4.66,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Romania,18.21,18.21,,,
WHS9_92,Population proportion over 60 (%),Published,1997,South-East Asia,,Myanmar,6.95,6.95,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Saint Kitts and Nevis,9.96,9.96,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Algeria,5.58,5.58,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Cambodia,5.53,5.53,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Rwanda,3.89,3.89,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Cameroon,5.27,5.27,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Gabon,8.63,8.63,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,The former Yugoslav Republic of Macedonia,14.03,14.03,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Ethiopia,4.88,4.88,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Estonia,20.08,20.08,,,
WHS9_92,Population proportion over 60 (%),Published,1997,South-East Asia,,Thailand,9.09,9.09,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Kuwait,4.49,4.49,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Kiribati,5.76,5.76,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Canada,16.26,16.26,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Eritrea,3.09,3.09,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Fiji,5.18,5.18,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Tonga,8.14,8.14,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,France,20.37,20.37,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Trinidad and Tobago,8.97,8.97,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Angola,4.05,4.05,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Nauru,5.76,5.76,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Namibia,5.02,5.02,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Antigua and Barbuda,9.96,9.96,,,
WHS9_92,Population proportion over 60 (%),Published,1997,South-East Asia,,Timor-Leste,3.86,3.86,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Kazakhstan,10.49,10.49,,,
WHS9_92,Population proportion over 60 (%),Published,1997,South-East Asia,,Nepal,5.75,5.75,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Finland,19.28,19.28,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Chad,4.6,4.6,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Central African Republic,6.14,6.14,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Saint Vincent and the Grenadines,9.32,9.32,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Western Pacific,,Samoa,6.46,6.46,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Kyrgyzstan,8.12,8.12,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Eastern Mediterranean,,Tunisia,8.35,8.35,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Andorra,21.34,21.34,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Kenya,4.18,4.18,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,San Marino,23.2,23.2,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Cabo Verde,7.41,7.41,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Americas,,Chile,9.75,9.75,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Europe,,Turkey,8.45,8.45,,,
WHS9_92,Population proportion over 60 (%),Published,1997,Africa,,Sao Tome and Principe,6.27,6.27,,,
WHS9_86,Population (in thousands) total,Published,2001,Europe,,Greece,11013,11013,,,
WHS9_86,Population (in thousands) total,Published,2002,Europe,,Greece,11026,11026,,,
WHS9_86,Population (in thousands) total,Published,2003,Europe,,Greece,11032,11032,,,
WHS9_86,Population (in thousands) total,Published,2004,Europe,,Greece,11035,11035,,,
WHS9_86,Population (in thousands) total,Published,2005,Europe,,Greece,11042,11042,,,
WHS9_86,Population (in thousands) total,Published,2006,Europe,,Greece,11053,11053,,,
WHS9_86,Population (in thousands) total,Published,2007,Europe,,Greece,11067,11067,,,
WHS9_86,Population (in thousands) total,Published,2008,Europe,,Greece,11083,11083,,,
WHS9_86,Population (in thousands) total,Published,2009,Europe,,Greece,11098,11098,,,
WHS9_86,Population (in thousands) total,Published,2010,Europe,,Greece,11110,11110,,,
WHS9_86,Population (in thousands) total,Published,2011,Europe,,Greece,11119,11119,,,
WHS9_86,Population (in thousands) total,Published,2012,Europe,,Greece,11125,11125,,,
WHS9_86,Population (in thousands) total,Published,1990,Americas,,Grenada,96,96,,,
WHS9_86,Population (in thousands) total,Published,1991,Americas,,Grenada,96,96,,,
WHS9_86,Population (in thousands) total,Published,1992,Americas,,Grenada,97,97,,,
WHS9_86,Population (in thousands) total,Published,1993,Americas,,Grenada,98,98,,,
WHS9_86,Population (in thousands) total,Published,1994,Americas,,Grenada,99,99,,,
WHS9_86,Population (in thousands) total,Published,1995,Americas,,Grenada,100,100,,,
WHS9_86,Population (in thousands) total,Published,1996,Americas,,Grenada,101,101,,,
WHS9_86,Population (in thousands) total,Published,1997,Americas,,Grenada,101,101,,,
WHS9_86,Population (in thousands) total,Published,1998,Americas,,Grenada,101,101,,,
WHS9_86,Population (in thousands) total,Published,1999,Americas,,Grenada,101,101,,,
WHS9_86,Population (in thousands) total,Published,2000,Americas,,Grenada,102,102,,,
WHS9_86,Population (in thousands) total,Published,2001,Americas,,Grenada,102,102,,,
WHS9_86,Population (in thousands) total,Published,2002,Americas,,Grenada,102,102,,,
WHS9_86,Population (in thousands) total,Published,2003,Americas,,Grenada,102,102,,,
WHS9_86,Population (in thousands) total,Published,2004,Americas,,Grenada,103,103,,,
WHS9_86,Population (in thousands) total,Published,2005,Americas,,Grenada,103,103,,,
WHS9_86,Population (in thousands) total,Published,2006,Americas,,Grenada,103,103,,,
WHS9_86,Population (in thousands) total,Published,2007,Americas,,Grenada,104,104,,,
WHS9_86,Population (in thousands) total,Published,2008,Americas,,Grenada,104,104,,,
WHS9_86,Population (in thousands) total,Published,2009,Americas,,Grenada,104,104,,,
WHS9_86,Population (in thousands) total,Published,2010,Americas,,Grenada,105,105,,,
WHS9_86,Population (in thousands) total,Published,2011,Americas,,Grenada,105,105,,,
WHS9_86,Population (in thousands) total,Published,2012,Americas,,Grenada,105,105,,,
WHS9_86,Population (in thousands) total,Published,1990,Americas,,Guatemala,8890,8890,,,
WHS9_86,Population (in thousands) total,Published,1991,Americas,,Guatemala,9099,9099,,,
WHS9_86,Population (in thousands) total,Published,1992,Americas,,Guatemala,9313,9313,,,
WHS9_86,Population (in thousands) total,Published,1993,Americas,,Guatemala,9533,9533,,,
WHS9_86,Population (in thousands) total,Published,1994,Americas,,Guatemala,9756,9756,,,
WHS9_86,Population (in thousands) total,Published,1995,Americas,,Guatemala,9984,9984,,,
WHS9_86,Population (in thousands) total,Published,1996,Americas,,Guatemala,10215,10215,,,
WHS9_86,Population (in thousands) total,Published,1997,Americas,,Guatemala,10450,10450,,,
WHS9_86,Population (in thousands) total,Published,1998,Americas,,Guatemala,10691,10691,,,
WHS9_86,Population (in thousands) total,Published,1999,Americas,,Guatemala,10942,10942,,,
WHS9_86,Population (in thousands) total,Published,2000,Americas,,Guatemala,11204,11204,,,
WHS9_86,Population (in thousands) total,Published,2001,Americas,,Guatemala,11479,11479,,,
WHS9_86,Population (in thousands) total,Published,2002,Americas,,Guatemala,11766,11766,,,
WHS9_86,Population (in thousands) total,Published,2003,Americas,,Guatemala,12063,12063,,,
WHS9_86,Population (in thousands) total,Published,2004,Americas,,Guatemala,12368,12368,,,
WHS9_86,Population (in thousands) total,Published,2005,Americas,,Guatemala,12679,12679,,,
WHS9_86,Population (in thousands) total,Published,2006,Americas,,Guatemala,12995,12995,,,
WHS9_86,Population (in thousands) total,Published,2007,Americas,,Guatemala,13318,13318,,,
WHS9_86,Population (in thousands) total,Published,2008,Americas,,Guatemala,13648,13648,,,
WHS9_86,Population (in thousands) total,Published,2009,Americas,,Guatemala,13989,13989,,,
WHS9_86,Population (in thousands) total,Published,2010,Americas,,Guatemala,14342,14342,,,
WHS9_86,Population (in thousands) total,Published,2011,Americas,,Guatemala,14707,14707,,,
WHS9_86,Population (in thousands) total,Published,2012,Americas,,Guatemala,15083,15083,,,
WHS9_86,Population (in thousands) total,Published,1990,Africa,,Guinea,6020,6020,,,
WHS9_86,Population (in thousands) total,Published,1991,Africa,,Guinea,6352,6352,,,
WHS9_86,Population (in thousands) total,Published,1992,Africa,,Guinea,6734,6734,,,
WHS9_86,Population (in thousands) total,Published,1993,Africa,,Guinea,7136,7136,,,
WHS9_86,Population (in thousands) total,Published,1994,Africa,,Guinea,7514,7514,,,
WHS9_86,Population (in thousands) total,Published,1995,Africa,,Guinea,7837,7837,,,
WHS9_86,Population (in thousands) total,Published,1996,Africa,,Guinea,8095,8095,,,
WHS9_86,Population (in thousands) total,Published,1997,Africa,,Guinea,8296,8296,,,
WHS9_86,Population (in thousands) total,Published,1998,Africa,,Guinea,8457,8457,,,
WHS9_86,Population (in thousands) total,Published,1999,Africa,,Guinea,8601,8601,,,
WHS9_86,Population (in thousands) total,Published,2000,Africa,,Guinea,8746,8746,,,
WHS9_86,Population (in thousands) total,Published,2001,Africa,,Guinea,8895,8895,,,
WHS9_86,Population (in thousands) total,Published,2002,Africa,,Guinea,9046,9046,,,
WHS9_86,Population (in thousands) total,Published,2003,Africa,,Guinea,9205,9205,,,
WHS9_86,Population (in thousands) total,Published,2004,Africa,,Guinea,9380,9380,,,
WHS9_86,Population (in thousands) total,Published,2005,Africa,,Guinea,9576,9576,,,
WHS9_86,Population (in thousands) total,Published,2006,Africa,,Guinea,9799,9799,,,
WHS9_86,Population (in thousands) total,Published,2007,Africa,,Guinea,10047,10047,,,
WHS9_86,Population (in thousands) total,Published,2008,Africa,,Guinea,10315,10315,,,
WHS9_86,Population (in thousands) total,Published,2009,Africa,,Guinea,10593,10593,,,
WHS9_86,Population (in thousands) total,Published,2010,Africa,,Guinea,10876,10876,,,
WHS9_86,Population (in thousands) total,Published,2011,Africa,,Guinea,11162,11162,,,
WHS9_86,Population (in thousands) total,Published,2012,Africa,,Guinea,11451,11451,,,
WHS9_86,Population (in thousands) total,Published,1990,Africa,,Guinea-Bissau,1017,1017,,,
WHS9_86,Population (in thousands) total,Published,1991,Africa,,Guinea-Bissau,1041,1041,,,
WHS9_86,Population (in thousands) total,Published,1992,Africa,,Guinea-Bissau,1065,1065,,,
WHS9_86,Population (in thousands) total,Published,1993,Africa,,Guinea-Bissau,1089,1089,,,
WHS9_86,Population (in thousands) total,Published,1994,Africa,,Guinea-Bissau,1114,1114,,,
WHS9_86,Population (in thousands) total,Published,1995,Africa,,Guinea-Bissau,1140,1140,,,
WHS9_86,Population (in thousands) total,Published,1996,Africa,,Guinea-Bissau,1165,1165,,,
WHS9_86,Population (in thousands) total,Published,1997,Africa,,Guinea-Bissau,1192,1192,,,
WHS9_86,Population (in thousands) total,Published,1998,Africa,,Guinea-Bissau,1218,1218,,,
WHS9_86,Population (in thousands) total,Published,1999,Africa,,Guinea-Bissau,1246,1246,,,
WHS9_86,Population (in thousands) total,Published,2000,Africa,,Guinea-Bissau,1273,1273,,,
WHS9_86,Population (in thousands) total,Published,2001,Africa,,Guinea-Bissau,1302,1302,,,
WHS9_86,Population (in thousands) total,Published,2002,Africa,,Guinea-Bissau,1331,1331,,,
WHS9_86,Population (in thousands) total,Published,2003,Africa,,Guinea-Bissau,1361,1361,,,
WHS9_86,Population (in thousands) total,Published,2004,Africa,,Guinea-Bissau,1391,1391,,,
WHS9_86,Population (in thousands) total,Published,2005,Africa,,Guinea-Bissau,1422,1422,,,
WHS9_86,Population (in thousands) total,Published,2006,Africa,,Guinea-Bissau,1453,1453,,,
WHS9_86,Population (in thousands) total,Published,2007,Africa,,Guinea-Bissau,1484,1484,,,
WHS9_86,Population (in thousands) total,Published,2008,Africa,,Guinea-Bissau,1517,1517,,,
WHS9_86,Population (in thousands) total,Published,2009,Africa,,Guinea-Bissau,1551,1551,,,
WHS9_86,Population (in thousands) total,Published,2010,Africa,,Guinea-Bissau,1587,1587,,,
WHS9_86,Population (in thousands) total,Published,2011,Africa,,Guinea-Bissau,1624,1624,,,
WHS9_86,Population (in thousands) total,Published,2012,Africa,,Guinea-Bissau,1664,1664,,,
WHS9_86,Population (in thousands) total,Published,1990,Americas,,Guyana,725,725,,,
WHS9_86,Population (in thousands) total,Published,1991,Americas,,Guyana,723,723,,,
WHS9_86,Population (in thousands) total,Published,1992,Americas,,Guyana,723,723,,,
WHS9_86,Population (in thousands) total,Published,1993,Americas,,Guyana,724,724,,,
WHS9_86,Population (in thousands) total,Published,1994,Americas,,Guyana,726,726,,,
WHS9_86,Population (in thousands) total,Published,1995,Americas,,Guyana,728,728,,,
WHS9_86,Population (in thousands) total,Published,1996,Americas,,Guyana,731,731,,,
WHS9_86,Population (in thousands) total,Published,1997,Americas,,Guyana,734,734,,,
WHS9_86,Population (in thousands) total,Published,1998,Americas,,Guyana,738,738,,,
WHS9_86,Population (in thousands) total,Published,1999,Americas,,Guyana,741,741,,,
WHS9_86,Population (in thousands) total,Published,2000,Americas,,Guyana,744,744,,,
WHS9_86,Population (in thousands) total,Published,2001,Americas,,Guyana,748,748,,,
WHS9_86,Population (in thousands) total,Published,2002,Americas,,Guyana,751,751,,,
WHS9_86,Population (in thousands) total,Published,2003,Americas,,Guyana,754,754,,,
WHS9_86,Population (in thousands) total,Published,2004,Americas,,Guyana,757,757,,,
WHS9_86,Population (in thousands) total,Published,2005,Americas,,Guyana,761,761,,,
WHS9_86,Population (in thousands) total,Published,2006,Americas,,Guyana,765,765,,,
WHS9_86,Population (in thousands) total,Published,2007,Americas,,Guyana,770,770,,,
WHS9_86,Population (in thousands) total,Published,2008,Americas,,Guyana,776,776,,,
WHS9_86,Population (in thousands) total,Published,2009,Americas,,Guyana,781,781,,,
WHS9_86,Population (in thousands) total,Published,2010,Americas,,Guyana,786,786,,,
